/home/luka/Desktop/data/IMG/center_2020_05_28_09_50_48_522.jpg,/home/luka/Desktop/data/IMG/left_2020_05_28_09_50_48_522.jpg,/home/luka/Desktop/data/IMG/right_2020_05_28_09_50_48_522.jpg,0,0,0,1.358181E-05
/home/luka/Desktop/data/IMG/center_2020_05_28_09_50_48_607.jpg,/home/luka/Desktop/data/IMG/left_2020_05_28_09_50_48_607.jpg,/home/luka/Desktop/data/IMG/right_2020_05_28_09_50_48_607.jpg,0,0,0,1.469713E-06
/home/luka/Desktop/data/IMG/center_2020_05_28_09_50_48_708.jpg,/home/luka/Desktop/data/IMG/left_2020_05_28_09_50_48_708.jpg,/home/luka/Desktop/data/IMG/right_2020_05_28_09_50_48_708.jpg,0,0,0,6.870704E-06
/home/luka/Desktop/data/IMG/center_2020_05_28_09_50_48_805.jpg,/home/luka/Desktop/data/IMG/left_2020_05_28_09_50_48_805.jpg,/home/luka/Desktop/data/IMG/right_2020_05_28_09_50_48_805.jpg,0,0,0,3.36559E-06
/home/luka/Desktop/data/IMG/center_2020_05_28_09_50_48_875.jpg,/home/luka/Desktop/data/IMG/left_2020_05_28_09_50_48_875.jpg,/home/luka/Desktop/data/IMG/right_2020_05_28_09_50_48_875.jpg,0,0,0,1.194013E-05
/home/luka/Desktop/data/IMG/center_2020_05_28_09_50_48_945.jpg,/home/luka/Desktop/data/IMG/left_2020_05_28_09_50_48_945.jpg,/home/luka/Desktop/data/IMG/right_2020_05_28_09_50_48_945.jpg,0,0,0,1.105646E-06
/home/luka/Desktop/data/IMG/center_2020_05_28_09_50_49_019.jpg,/home/luka/Desktop/data/IMG/left_2020_05_28_09_50_49_019.jpg,/home/luka/Desktop/data/IMG/right_2020_05_28_09_50_49_019.jpg,0,0,0,9.091598E-06
/home/luka/Desktop/data/IMG/center_2020_05_28_09_50_49_103.jpg,/home/luka/Desktop/data/IMG/left_2020_05_28_09_50_49_103.jpg,/home/luka/Desktop/data/IMG/right_2020_05_28_09_50_49_103.jpg,0,0,0,1.160795E-05
/home/luka/Desktop/data/IMG/center_2020_05_28_09_50_49_174.jpg,/home/luka/Desktop/data/IMG/left_2020_05_28_09_50_49_174.jpg,/home/luka/Desktop/data/IMG/right_2020_05_28_09_50_49_174.jpg,0,0,0,5.982252E-06
/home/luka/Desktop/data/IMG/center_2020_05_28_09_50_49_241.jpg,/home/luka/Desktop/data/IMG/left_2020_05_28_09_50_49_241.jpg,/home/luka/Desktop/data/IMG/right_2020_05_28_09_50_49_241.jpg,0,0,0,2.088527E-05
